Global_UID,Source,Source_ID,Title,Project_ID,Created_At,Updated_At,Archive_Status,Archive_Link,Topic_Summary,Project_Tag
manus_vj7i2tubA7Jpv4CnSYgQa5,Manus,vj7i2tubA7Jpv4CnSYgQa5,COGNITIVE & AGENT ROUTERS,,2026-02-24T20:10:25.732Z,2026-06-22T08:50:38.154Z,Pending,,,
manus_Di2XGOaTtcyYxvwsXO3XrR,Manus,Di2XGOaTtcyYxvwsXO3XrR,[✓] Créer une liste des 100 derniers éléments du clipboard Mac,,2026-03-02T03:09:55.476Z,2026-06-22T08:50:31.323Z,Pending,,,
manus_3dQDL8hfPEfhAXCfMTGQ9p,Manus,3dQDL8hfPEfhAXCfMTGQ9p,[✓] YOS v2 OpenWebUI Deployment with Cognitive Pipeline Architecture,,2026-03-06T18:15:28.719Z,2026-06-22T08:50:16.321Z,Pending,,,
manus_qzKTE52GsdeQa8sVE24fT4,Manus,qzKTE52GsdeQa8sVE24fT4,[✓] Architecture mémoire Y-OS : Knowledge Recall natif vs Memory Management Yannick,,2026-03-03T09:06:25.477Z,2026-07-02T15:51:16.375Z,Pending,,,
manus_uRojAgwqcEpeWXdYeoTY5W,Manus,uRojAgwqcEpeWXdYeoTY5W,yOS Team & RADAR,,2026-02-26T15:35:58.360Z,2026-06-22T08:49:14.482Z,Pending,,,
manus_3kMXhtPnTgqF4WnU1A2ibw,Manus,3kMXhtPnTgqF4WnU1A2ibw,[✓] Cost Analysis and Plan Optimization for Manus Subscription,,2026-02-25T14:08:12.424Z,2026-06-22T08:49:11.674Z,Pending,,,
manus_U9m6iXqOGdW0qWnWCuc597,Manus,U9m6iXqOGdW0qWnWCuc597,[✓] Installation Credit Optimizer v5 — Skill + MCP Server Manus,,2026-05-26T00:46:13.118Z,2026-07-02T14:54:31.139Z,Pending,,,
manus_wztkHdbTm8UYPSStaJAm3R,Manus,wztkHdbTm8UYPSStaJAm3R,[✓] YANTRA MVP Development: Comprehensive Social Marketing Automation System,,2026-03-07T00:21:49.016Z,2026-06-22T08:48:41.225Z,Pending,,,
manus_fU1zkNuCZfgVrcebgnRe3d,Manus,fU1zkNuCZfgVrcebgnRe3d,[✓] SATVA Life Dashboard - Holistic Life Management Platform Design,,2026-03-05T16:25:06.814Z,2026-06-22T08:48:33.549Z,Pending,,,
manus_wx6nbeK4q95AJMe67mKCGu,Manus,wx6nbeK4q95AJMe67mKCGu,[✓] Universal Selector Architecture - Multi-Session Archive System,,2026-03-02T23:11:20.742Z,2026-06-22T08:48:06.557Z,Pending,,,
manus_oNgNvAxtADoPXVVfndFcqK,Manus,oNgNvAxtADoPXVVfndFcqK,[✓] yOS Components Registry Architecture & Live Testing Implementation,,2026-03-03T23:17:55.867Z,2026-06-22T08:47:56.277Z,Pending,,,
manus_idLfSMpEy4y9uwm3WWSfjb,Manus,idLfSMpEy4y9uwm3WWSfjb,YOS Scripts ,,2026-02-25T13:24:43.924Z,2026-06-22T08:47:54.346Z,Pending,,,
manus_o9g7JT1KQ0xhcplvDmTO08,Manus,o9g7JT1KQ0xhcplvDmTO08,[✓] GEN5 Cartoon Strip Automation Framework with AI Content Pipeline,REpSwLtfVYiWbZVuj3cE6C,2026-03-21T19:56:31.767Z,2026-06-22T08:47:28.616Z,Pending,,,
manus_erkiojauCF3uKnbBwpJpW4,Manus,erkiojauCF3uKnbBwpJpW4,[✓] YOS Memory Boot Sector: Building Cross-Session Memory System,,2026-03-20T10:07:36.602Z,2026-06-22T08:47:10.189Z,Pending,,,
manus_qVq4T1ktzgp8AGvB4csEvM,Manus,qVq4T1ktzgp8AGvB4csEvM,[✓] YOUniverse MVP1 Development & Tana Integration,,2026-03-18T10:51:16.749Z,2026-06-22T08:46:29.110Z,Pending,,,
manus_oyxDQppkB8EeX1Zkv2JA9h,Manus,oyxDQppkB8EeX1Zkv2JA9h,[✓] ANANDAZ Home Automation Cockpit MVP Development,,2026-03-14T00:58:07.662Z,2026-06-22T08:46:28.972Z,Pending,,,
manus_oJCPiy9Tq5T2eTZhKqPEJA,Manus,oJCPiy9Tq5T2eTZhKqPEJA,[✓] Ynot.cafe Development: Provocative Ideas Discussion Platform,,2026-03-10T11:39:52.687Z,2026-06-22T08:46:28.527Z,Pending,,,
manus_f327wsFMTg4YUVXSRJzQ7n,Manus,f327wsFMTg4YUVXSRJzQ7n,[✓] Knowledge Base Migration: 16 Core Manus Entries Setup,,2026-03-06T23:13:58.133Z,2026-06-22T08:46:09.012Z,Pending,,,
manus_7AcbAHuMgPoYS2V8qKSvR5,Manus,7AcbAHuMgPoYS2V8qKSvR5,[✓] Y-OS Universal Access Architecture: TreeMap Module & System Control,,2026-03-14T09:59:50.972Z,2026-06-22T08:46:04.764Z,Pending,,,
manus_7xdrZcMPMn3YwZ2bK3nE43,Manus,7xdrZcMPMn3YwZ2bK3nE43,[✓] Manus MMM v2.0 Demo: Complete Memory Management Infrastructure,,2026-03-04T22:05:49.216Z,2026-06-22T08:46:04.134Z,Pending,,,
manus_ufUek43ZJqP43mzm67x3oW,Manus,ufUek43ZJqP43mzm67x3oW,App d'IA pour visualisation et gestion de projets,,2026-02-26T20:17:24.211Z,2026-06-22T08:45:54.156Z,Pending,,,
manus_gzXUzRrnbFy6tiq5qbVwut,Manus,gzXUzRrnbFy6tiq5qbVwut,[✓] Y-OS Architecture: Autonomous Thought Leadership Cognitive Operating System,,2026-03-20T00:38:21.339Z,2026-07-02T15:48:39.757Z,Pending,,,
manus_fEmDWmQE6dTLdbzEpa5fg6,Manus,fEmDWmQE6dTLdbzEpa5fg6,[✓] Création événements Calendar Valais + Inventaire Y World 27 éléments,,2026-04-28T08:48:50.683Z,2026-07-02T15:29:37.646Z,Pending,,,
manus_ieACBeWATTQRP5YMLEwy8C,Manus,ieACBeWATTQRP5YMLEwy8C,"[✓] Stratégie éditoriale Civilisation Cognitive — Plateformes, Stack & Naming",,2026-05-08T16:13:48.236Z,2026-07-02T15:12:52.343Z,Pending,,,
manus_jdWgaVfrkg8cE72PrGUyqr,Manus,jdWgaVfrkg8cE72PrGUyqr,[✓] Generate AYUTO! PDF #1 for Vision-Impaired Father,,2026-03-12T11:47:43.343Z,2026-06-22T08:45:13.619Z,Pending,,,
manus_rsjGMyjqMN5dIR3xJVaeD4,Manus,rsjGMyjqMN5dIR3xJVaeD4,[✓] Manus Desktop Demo and Y-OS Tool Intelligence Layer Development,,2026-03-25T11:03:12.888Z,2026-06-22T08:45:12.245Z,Pending,,,
manus_q7LnsxfGDgkk2ofo85y5pa,Manus,q7LnsxfGDgkk2ofo85y5pa,[✓] LAYOFF Web App MVP Development - Full Build & Deployment,,2026-04-04T17:40:55.243Z,2026-06-22T08:45:00.671Z,Pending,,,
manus_sritXZYk8TW7jYLimzt99e,Manus,sritXZYk8TW7jYLimzt99e,[✓] My Life Odyssey App Development and MVP Delivery,,2026-03-28T15:49:08.013Z,2026-06-22T08:44:54.872Z,Pending,,,
manus_gmgUi9yMczGAfcXkQ1j7dU,Manus,gmgUi9yMczGAfcXkQ1j7dU,[✓] Spline comme moteur front-end Y-OS : audit automatisation et architecture paramétrique,,2026-04-10T00:00:28.335Z,2026-07-02T15:46:36.462Z,Pending,,,
manus_2yfpppGsvMIA7kTloXD8Kd,Manus,2yfpppGsvMIA7kTloXD8Kd,[✓] SuperManus Ecosystem Manager — Architecture Design & Baseline Inventory,,2026-03-21T13:28:33.525Z,2026-07-02T16:11:00.503Z,Pending,,,
manus_8DCWdqhmAJZscRwFUnunJU,Manus,8DCWdqhmAJZscRwFUnunJU,[✓] Protocole de fusion de sessions ChatGPT redondantes - MVP fonctionnel,,2026-03-14T10:03:46.381Z,2026-06-22T08:44:36.148Z,Pending,,,
manus_kBG9vuDP6LTHEHkQ4bDheB,Manus,kBG9vuDP6LTHEHkQ4bDheB,[✓] Future NEWS - Complete Journal Redesign and Mobile Optimization,,2026-04-04T18:50:33.603Z,2026-06-22T08:44:03.516Z,Pending,,,
manus_2GWVdXuLi3nin378oSLuNL,Manus,2GWVdXuLi3nin378oSLuNL,[✓] LLM Knowledge Distillation Pipeline Run + Y World Ecosystem Inventory (40 Entities),9GjP3A95mkVdcWbXKJmQQX,2026-04-17T03:01:39.926Z,2026-07-29T22:32:22.983Z,Pending,,,
manus_9Ky1uCeye1XJ3HuX32SwB2,Manus,9Ky1uCeye1XJ3HuX32SwB2,"[✓] Y-OS ACE Architecture: Autonomous MCP Discovery, Scraping Browse Matrix & Tool Routing",,2026-04-01T18:40:27.499Z,2026-07-02T15:47:14.533Z,Pending,,,
manus_2ePefwrzV2etSvexjiqEmt,Manus,2ePefwrzV2etSvexjiqEmt,[✓] LLM Distillation Pipeline Run + Y World Ecosystem Inventory (25 Entities),9GjP3A95mkVdcWbXKJmQQX,2026-04-21T03:02:10.582Z,2026-07-29T22:46:57.581Z,Pending,,,
manus_TOPYlV7alVhyT8IXuZwZwt,Manus,TOPYlV7alVhyT8IXuZwZwt,[✓] Comprehensive App Organization and AI Tools Integration Setup,,2026-03-30T22:26:25.078Z,2026-06-22T08:43:03.441Z,Pending,,,
manus_jDqXuiYyHMELfSp7V5i4y9,Manus,jDqXuiYyHMELfSp7V5i4y9,[✓] Creating GratiTude App - MVP Development with AI Assistance,,2026-03-28T18:06:03.567Z,2026-06-22T08:42:52.657Z,Pending,,,
manus_aYpXdPPH3GiEzpqK1vKSSw,Manus,aYpXdPPH3GiEzpqK1vKSSw,[✓] Development of Custom AI System Based on Matured ChatGPT Conversation,,2026-03-14T15:15:16.413Z,2026-06-22T08:42:41.955Z,Pending,,,
manus_aXmtSiUc9LDFxAg98NZSjh,Manus,aXmtSiUc9LDFxAg98NZSjh,[✓] Développement CareGlyph : interface visuelle clinique par glyphes,,2026-04-02T09:42:59.983Z,2026-06-22T08:42:32.035Z,Pending,,,
manus_aVdOH4P4EyQnExg6hKG4gM,Manus,aVdOH4P4EyQnExg6hKG4gM,[✓] Tana Graph Visualizer Architecture: MCP vs REST Server Analysis,,2026-03-21T23:12:51.980Z,2026-06-22T08:42:31.948Z,Pending,,,
manus_xYfkaWVkhqW0KoaTa4I01v,Manus,xYfkaWVkhqW0KoaTa4I01v,[✓] Automatic Mac Accessibility Keyboard Generator Development,,2026-04-01T22:28:04.653Z,2026-06-22T08:42:28.419Z,Pending,,,
manus_6oDLavWYMYRkJvN9rKcnCH,Manus,6oDLavWYMYRkJvN9rKcnCH,[✓] 6oDLavWYMYRkJvN9rKcnCH,GeNvwGBvdyBGDN65g2zTEp,2026-03-10T02:13:13.675Z,2026-07-02T15:50:09.046Z,Pending,,,
manus_vXs1WpNeEuH8ZJ4ybDExws,Manus,vXs1WpNeEuH8ZJ4ybDExws,[✓] Créer un système de synthèse progressive pour projet manus,,2026-04-07T06:40:27.536Z,2026-06-22T08:41:18.755Z,Pending,,,
manus_hxTKVSuaxgjdH8sxx1d28F,Manus,hxTKVSuaxgjdH8sxx1d28F,[✓] Y-OS Manus Session Consolidation & Infrastructure Hygiene,9GjP3A95mkVdcWbXKJmQQX,2026-05-02T01:45:50.076Z,2026-07-02T15:25:01.037Z,Pending,,,
manus_EuLUcuUPiFyQiETmDQqyxb,Manus,EuLUcuUPiFyQiETmDQqyxb,[✓] How to Create a PopClip Extension for Text-Based Chat,,2026-04-06T00:18:34.918Z,2026-06-22T08:40:54.640Z,Pending,,,
manus_va3RMP4NbVSr8muFTxZsXn,Manus,va3RMP4NbVSr8muFTxZsXn,[✓] ONEshift — Import OneNote vers Manus pour analyse et dev plateforme,,2026-05-13T22:38:07.360Z,2026-07-02T15:02:48.358Z,Pending,,,
manus_g1PBvrmTaZ6xZBkA7o3DLk,Manus,g1PBvrmTaZ6xZBkA7o3DLk,[✓] PE AI Deal Radar MVP — Build & Y World Inventory Extraction,,2026-04-27T07:59:55.664Z,2026-07-02T15:30:51.702Z,Pending,,,
manus_6zu2Ew4OYMuxPw3oJL7Mxc,Manus,6zu2Ew4OYMuxPw3oJL7Mxc,[✓] Intégration Screenpipe + ActivityWatch comme briques Y-OS + Inventaire Y World,,2026-04-21T20:49:42.406Z,2026-07-02T15:34:54.228Z,Pending,,,
manus_3phrWtufVa5VX9TKBBfAH3,Manus,3phrWtufVa5VX9TKBBfAH3,[✓] y-Explorer v1.0 — Valais Outing Discovery App: Full MVP Build + Y World Audit,,2026-04-26T09:57:44.085Z,2026-07-02T15:31:54.692Z,Pending,,,
manus_qHAQ5UXJm9X8paT8nTvHAg,Manus,qHAQ5UXJm9X8paT8nTvHAg,[✓] Les Petits Malins — PoC Pipeline BD IA (tRPC + Compositor + Bible),,2026-04-27T08:57:51.670Z,2026-07-02T15:30:21.464Z,Pending,,,
manus_dgwkqYB4AHaL3A5WupgtdM,Manus,dgwkqYB4AHaL3A5WupgtdM,"[✓] Ananda Clinic — Luxury Brochure, Slide Deck & Website Production",,2026-04-13T16:02:31.314Z,2026-07-02T15:41:38.364Z,Pending,,,
manus_DDbHvRgRkQiEi4uGefgZih,Manus,DDbHvRgRkQiEi4uGefgZih,"[✓] Webapp Factory: Multi-layer Pipeline with Next.js, Sanity & v0",,2026-04-07T15:09:04.798Z,2026-06-22T08:39:24.133Z,Pending,,,
manus_6DG9QKBRo7KV8uELmRGuvH,Manus,6DG9QKBRo7KV8uELmRGuvH,[✓] LLM Knowledge Distillation Pipeline Run + Y World Ecosystem Inventory,9GjP3A95mkVdcWbXKJmQQX,2026-04-22T03:00:47.805Z,2026-07-29T22:47:00.621Z,Pending,,,
manus_2zLJG5rgNbaSZDt5N8ShVW,Manus,2zLJG5rgNbaSZDt5N8ShVW,[✓] Y-OS Voice Interface — Full Build + Y World Inventory Extraction,,2026-04-26T10:39:44.803Z,2026-07-02T15:31:19.763Z,Pending,,,
manus_4assqtLr411WiQebZBH2cV,Manus,4assqtLr411WiQebZBH2cV,[✓] MindMap Conversationnel POC v1→v2 — Build & Deploy Y-OS,,2026-04-20T12:52:14.526Z,2026-07-02T15:36:48.295Z,Pending,,,
manus_tLseCUAUZuxp9lgTL4Wycc,Manus,tLseCUAUZuxp9lgTL4Wycc,[✓] YOS Client — Cherry Picker Tampermonkey v1.0 : Design & Livraison,,2026-04-28T09:34:20.688Z,2026-07-02T15:29:10.325Z,Pending,,,
manus_CWCP3ozp0JL8GrIYxtK1ID,Manus,CWCP3ozp0JL8GrIYxtK1ID,[✓] Create TEAM - Relevance AI Email Management System Deployment,,2026-01-04T23:41:21.983Z,2026-06-22T08:37:37.016Z,Pending,,,
manus_uikZitBjNHucW92yQ9mxWK,Manus,uikZitBjNHucW92yQ9mxWK,[✓] Équipe AI Architecture + Module collapseReflections TM v1.3.0,,2026-05-05T22:39:03.363Z,2026-07-02T15:16:43.694Z,Pending,,,
manus_mW7oKFSY9xsVSSsauQe2wJ,Manus,mW7oKFSY9xsVSSsauQe2wJ,[✓] SplatKing → Vast.ai → Nerfstudio Gaussian Splatting POC Pipeline,,2026-05-05T17:18:16.870Z,2026-07-02T15:17:27.333Z,Pending,,,
manus_xuYSGSxgAoVKmfcNhYy23s,Manus,xuYSGSxgAoVKmfcNhYy23s,[✓] Cross-LLM Memory Architecture + Full Y World Ecosystem Inventory,,2026-05-16T11:30:52.670Z,2026-07-02T14:58:16.732Z,Pending,,,
manus_46JsiUQwcZCv3KDBYSe48N,Manus,46JsiUQwcZCv3KDBYSe48N,[✓] Manus Enhancer — Tampermonkey Script + GitHub Setup + Task Audit,,2026-05-02T01:51:45.486Z,2026-07-02T15:24:27.098Z,Pending,,,
manus_6puTVfwYbScGmmQZ3EMoEj,Manus,6puTVfwYbScGmmQZ3EMoEj,[✓] Content Mate v2.0 — Déploiement n100 & Architecture Affiliate-First,,2026-05-10T00:13:40.229Z,2026-07-02T15:10:36.886Z,Pending,,,
manus_rj62GnPvxUOx9XqKn9Oja1,Manus,rj62GnPvxUOx9XqKn9Oja1,[✓] macOS App Audit & Cleanup — M4 Mac / 1071 Apps Triage,KkbgmW9PGcVHXCkPhWbV2q,2026-05-11T19:07:17.380Z,2026-07-02T15:05:14.551Z,Pending,,,
manus_TIx6McZeAkwRBgrhb7Wfrr,Manus,TIx6McZeAkwRBgrhb7Wfrr,[✓] Y-OS TamperMonkey Webclient pour Manus.im — Plan + Script v1.1,,2026-05-04T20:24:02.353Z,2026-07-02T15:18:23.823Z,Pending,,,
manus_oP9rkUQKTVDTmh2HzNYCBo,Manus,oP9rkUQKTVDTmh2HzNYCBo,[✓] Les Petits Malins — Architecture 108 cartes archétypales tarot/constellation,,2026-04-28T22:31:45.978Z,2026-07-02T15:28:40.411Z,Pending,,,
manus_fMivYLkcAtbz663qhgh6gR,Manus,fMivYLkcAtbz663qhgh6gR,[✓] PEV — Private Equities Valuation App Build & Y World Inventory,,2026-05-15T02:36:08.905Z,2026-07-02T14:59:26.157Z,Pending,,,
manus_fYbnJ7sd0KLDlpoilBSZ9Q,Manus,fYbnJ7sd0KLDlpoilBSZ9Q,[✓] OneShift ChangeMakers Vault — Ecosystem Mapping & Strategic Visibility Plan,,2026-05-27T22:27:43.410Z,2026-07-02T13:36:01.949Z,Pending,,,
manus_5CCpAJspthcHA48fvA8GCd,Manus,5CCpAJspthcHA48fvA8GCd,[✓] Visual Reality Studio — Build itératif webapp prompt-builder IA (v1→v3),,2026-05-16T17:42:58.657Z,2026-07-02T14:57:51.484Z,Pending,,,
manus_2BMrh8tbHLnEKKAn9wyrJQ,Manus,2BMrh8tbHLnEKKAn9wyrJQ,[✓] Y-OS Capture Session — Universal Semantic Input Router via Manus,,2026-05-14T13:12:24.189Z,2026-07-02T15:00:34.283Z,Pending,,,
manus_mGszqo8xMk4A6ZApuBS5Yv,Manus,mGszqo8xMk4A6ZApuBS5Yv,[✓] iOS Voice Brain Dump — App Evaluation & Tana Setup Attempt,,2026-05-14T10:37:29.372Z,2026-07-02T15:01:44.100Z,Pending,,,
manus_WsOPQRnUAXFEeVO6NksdDY,Manus,WsOPQRnUAXFEeVO6NksdDY,[✓] Browser Stack Y-OS : Migration Dia → Brave + Side Copilot & Tab Management,,2026-05-14T11:17:09.089Z,2026-07-02T15:01:13.290Z,Pending,,,
manus_IscmW4QpsVSSWXpC19QBcp,Manus,IscmW4QpsVSSWXpC19QBcp,[✓] Extraction Worldchanging — OCR scraping Archive.org (647 ressources),gGoVizty5NhxjYoKGXZqqW,2026-05-18T22:00:53.745Z,2026-07-28T22:52:53.416Z,Pending,,,
manus_NJ0FlDkfb9rg0hqMLjrIH7,Manus,NJ0FlDkfb9rg0hqMLjrIH7,[✓] Nouvelle Civilisation — 3 idées fondatrices + inventaire Y World,,2026-05-12T21:05:38.692Z,2026-07-02T15:03:33.106Z,Pending,,,
manus_w7FNbCWIuWV2n4cRacCMpg,Manus,w7FNbCWIuWV2n4cRacCMpg,[✓] Civilization Awakening — Next.js editorial site build from Notion P0 content,,2026-06-06T01:00:42.609Z,2026-07-02T13:29:25.125Z,Pending,,,
manus_swdVv3W5M1rP3gWWBqNWUc,Manus,swdVv3W5M1rP3gWWBqNWUc,[✓] FinDash Phase 0 — Google Sheets Financial Dashboard Skeleton Build,,2026-05-26T23:33:21.910Z,2026-07-02T13:37:35.411Z,Pending,,,
manus_naHZGoQUxD4fR9wQf1NHvG,Manus,naHZGoQUxD4fR9wQf1NHvG,[✓] Architecture client Y-OS sur Manus : Tampermonkey + Side Panel intelligent,,2026-05-11T16:17:37.693Z,2026-07-02T15:06:51.655Z,Pending,,,
manus_6CYPKfH8LVdirYL4vrBRoe,Manus,6CYPKfH8LVdirYL4vrBRoe,"[✓] Y-Menu v0 — Construction, déploiement GitHub et installation skill Manus",o6UZWvrbKd9HiBNNnCtVVm,2026-05-23T13:50:12.273Z,2026-07-02T14:55:09.857Z,Pending,,,
manus_ro6nnUlGCFw531yXplmnj3,Manus,ro6nnUlGCFw531yXplmnj3,[✓] YOS Optimizer v2.1 Upgrade + Raphaël Silva Outreach + Y-World Inventory,,2026-05-27T03:45:42.948Z,2026-07-02T13:36:54.894Z,Pending,,,
manus_xhrCWHJhHgXvcT9doXxKnz,Manus,xhrCWHJhHgXvcT9doXxKnz,[✓] Site web Ludivine - Navigation mobile et optimisation performances,nSfXw9MBovFvxuTvtUQyy4,2026-02-08T09:27:09.141Z,2026-06-22T08:32:17.824Z,Pending,,,
manus_knSxYKp9dtYC8CsMeaWtna,Manus,knSxYKp9dtYC8CsMeaWtna,"[✓] Y-LLM Exporter — Implementation Mining Audit v2.0 (7 repos, 4 providers)",,2026-06-11T00:22:47.943Z,2026-07-02T13:28:09.808Z,Pending,,,
manus_ca1wMJJybBwXS9TgsIV6TP,Manus,ca1wMJJybBwXS9TgsIV6TP,"[✓] Y-OS Subscription Cleanup — CHF 5,293 audited, 54% reduction achieved",,2026-06-18T23:33:47.676Z,2026-07-02T12:59:02.554Z,Pending,,,
manus_sLgcE1g19CkTBcpf4DJ9M9,Manus,sLgcE1g19CkTBcpf4DJ9M9,[✓] Migration Scrivener → Obsidian : Vault Ludivine (série 5 éléments),,2026-06-01T15:32:50.016Z,2026-07-02T13:31:51.377Z,Pending,,,
manus_uGnE7qn8Psf5Nq2w9tjXHb,Manus,uGnE7qn8Psf5Nq2w9tjXHb,[✓] Roblox Spiritual Game → App Archétypes/Tarot Business Case 1–3 ans,,2026-05-31T16:21:28.246Z,2026-07-02T13:32:28.847Z,Pending,,,
manus_CjfcidF1bMAQ2kBGtq1cX5,Manus,CjfcidF1bMAQ2kBGtq1cX5,"[✓] Y-OS Reader MVP A.1 — Build, Patch & Local Archival",,2026-06-05T23:57:33.328Z,2026-07-02T13:29:58.535Z,Pending,,,
manus_6TfYaaDScREPzD32T62tNr,Manus,6TfYaaDScREPzD32T62tNr,[✓] Y-OS Reader — MVP D Closure + MVP E Scope Launch + YWorld Inventory,,2026-06-07T15:04:59.272Z,2026-07-02T13:28:40.506Z,Pending,,,
manus_nfuwJ4dnUYjQZDW9zKxzJ1,Manus,nfuwJ4dnUYjQZDW9zKxzJ1,[✓] Méta-framework ONE — Synthèse holistique & inventaire 29 projets Y World,,2026-06-14T11:23:26.732Z,2026-07-02T13:21:35.480Z,Pending,,,
manus_uDBDAPRLH4PjcC1RMEG5sK,Manus,uDBDAPRLH4PjcC1RMEG5sK,[✓] uDBDAPRLH4PjcC1RMEG5sK,,2026-06-12T17:07:43.894Z,2026-07-02T13:26:53.154Z,Pending,,,
manus_b5pWAZ1mDtauVmHphud1G7,Manus,b5pWAZ1mDtauVmHphud1G7,[✓] b5pWAZ1mDtauVmHphud1G7,,2026-06-11T22:00:29.673Z,2026-07-02T13:27:33.140Z,Pending,,,
manus_X8vGmarpyICeYeOQsgOYrE,Manus,X8vGmarpyICeYeOQsgOYrE,yOS and System Memory Management Basics,,2026-01-31T03:27:29.079Z,2026-06-22T08:30:18.183Z,Pending,,,
manus_3bHx30mEFZyKWwvnsg8F1g,Manus,3bHx30mEFZyKWwvnsg8F1g,[✓] Knowledge Management Memory Optimization Plan,,2026-02-08T15:37:31.197Z,2026-06-22T08:29:47.941Z,Pending,,,
manus_MnMTOh37Pesg2uzkTRPog2,Manus,MnMTOh37Pesg2uzkTRPog2,[✓] Home Automation System — Architecture & Documentation Setup (Anandaz),,2026-06-18T20:34:42.385Z,2026-07-02T12:59:35.472Z,Pending,,,
manus_txqxr1o4roAXQC412pN934,Manus,txqxr1o4roAXQC412pN934,[✓] yOS Voice Gateway v1 — PWA car-mode ElevenLabs + Manus API déployée Vercel,,2026-06-19T22:38:34.501Z,2026-07-02T12:57:48.789Z,Pending,,,
manus_pFjLNdq8KSXA6oSZTBy63Q,Manus,pFjLNdq8KSXA6oSZTBy63Q,[✓] pFjLNdq8KSXA6oSZTBy63Q,,2026-06-21T18:59:05.966Z,2026-07-02T12:55:35.818Z,Pending,,,
manus_UWk1TiYX73u5eqIubtGxGn,Manus,UWk1TiYX73u5eqIubtGxGn,[✓] N100 Home Server Registration & Role Assignment in Y-OS,GeNvwGBvdyBGDN65g2zTEp,2026-06-21T13:45:54.680Z,2026-07-02T12:55:57.266Z,Pending,,,
manus_ckELUy5Agzv5xzjJhaHydW,Manus,ckELUy5Agzv5xzjJhaHydW,[✓] session-synthesis Skill — Live Demo & Pipeline Validation (5 sessions),,2026-06-21T12:14:49.972Z,2026-07-02T12:56:23.137Z,Pending,,,
manus_9hMGmkTUdqUyTG6HV3vMtp,Manus,9hMGmkTUdqUyTG6HV3vMtp,"[✓] Flux MCP Connector — Test live, cartographie & factsheet Y-OS",,2026-06-15T09:08:27.029Z,2026-07-02T13:19:23.700Z,Pending,,,
manus_t3rsqhM2scHKSbwynCgZKU,Manus,t3rsqhM2scHKSbwynCgZKU,"[✓] Tally MCP Connector — Test, Capability Brief & Notion Onboarding",,2026-06-16T09:07:03.655Z,2026-07-02T13:12:00.725Z,Pending,,,
manus_daeudExIPugij3TsQs6cOr,Manus,daeudExIPugij3TsQs6cOr,[✓] Y-OS Skill Action Layer (SAL) v1 — Keyboard Design & Manus API Integration,,2026-06-19T00:11:55.688Z,2026-07-02T12:58:26.733Z,Pending,,,
manus_oWnfKL3sNVz9Vc3i8Pu5vb,Manus,oWnfKL3sNVz9Vc3i8Pu5vb,"[✓] Sourcing KSP Yack N972(H) — neuf/occasion, options livraison CH/FR/IT",,2026-06-21T05:52:03.309Z,2026-07-02T12:57:07.626Z,Pending,,,
manus_2i6znGLCBF4O9czJotBEja,Manus,2i6znGLCBF4O9czJotBEja,"[✓] Architecture Y-OS : échec n8n Manus Cloud, pivot vers N100 Lambda + Capabilities Map",,2026-06-16T11:19:37.974Z,2026-07-02T16:09:23.740Z,Pending,,,
manus_3Yv7GFcYy8RdphgDnqFD8t,Manus,3Yv7GFcYy8RdphgDnqFD8t,[✓] Anthropic API Demo & YOT-5 Fact Sheet Update — Y-OS Tools Registry,,2026-06-17T13:27:12.762Z,2026-07-02T13:00:01.261Z,Pending,,,
manus_YP9AFcTGZY2X3NEnqMG4oS,Manus,YP9AFcTGZY2X3NEnqMG4oS,"[✓] Veille MCP Bimensuelle Juin 2026 — Activation Context7, Mem0, Supabase, Perplexity",9GjP3A95mkVdcWbXKJmQQX,2026-06-15T07:04:20.599Z,2026-07-29T22:47:03.615Z,Pending,,,
manus_c3F2ex1qKPMxk1CNLcMuPP,Manus,c3F2ex1qKPMxk1CNLcMuPP,[✓] Bitly MCP Connector — Live Test & Factsheet Publication,,2026-06-15T11:16:03.798Z,2026-07-02T13:18:16.498Z,Pending,,,
manus_apQRfj3wEA8jGKH4CEkkJX,Manus,apQRfj3wEA8jGKH4CEkkJX,[✓] Plaud MCP Connector — Test & Factsheet v1 (Registre Connecteurs),,2026-06-16T08:57:29.354Z,2026-07-02T13:14:46.595Z,Pending,,,
manus_r9nSQPiuUS2G7kSbbFvSzE,Manus,r9nSQPiuUS2G7kSbbFvSzE,[✓] Granola Connector Test & Factsheet Creation – Y-OS Tool Hub,,2026-06-16T08:48:13.789Z,2026-07-02T13:16:19.682Z,Pending,,,
manus_hXBFBPDzVB5fXe8jAc92PR,Manus,hXBFBPDzVB5fXe8jAc92PR,[✓] Ahrefs MCP Connector — Test Live & Factsheet Y-OS,,2026-06-16T08:44:02.653Z,2026-07-02T13:17:42.837Z,Pending,,,
manus_mseJDqcVvEA3iUZQeQfY5a,Manus,mseJDqcVvEA3iUZQeQfY5a,[✓] Meta Ads Audit (No Data) + Meta Marketing MCP Factsheet Creation,,2026-06-16T08:44:50.468Z,2026-07-02T13:17:14.688Z,Pending,,,
manus_xus3YBWJTs7gqiABvnuJuZ,Manus,xus3YBWJTs7gqiABvnuJuZ,[✓] Semrush MCP Connector — Test & Factsheet Y-OS,,2026-06-16T09:56:43.699Z,2026-07-02T13:10:09.264Z,Pending,,,
