Global_UID,Source,Source_ID,Title,Project_ID,Created_At,Updated_At,Archive_Status,Archive_Link,Topic_Summary,Project_Tag,curated_239_member,curated_curated_row,curated_title,curated_batch_id,curated_provisional_category,curated_project_tags,curated_primary_project,curated_related_projects,curated_relation_to_yos,curated_classification_confidence,curated_main_subject,curated_raw_preservation_status,curated_verbatim_preservation_status,curated_fact_sheet_status,curated_open_tasks_status,curated_issues_status,curated_decisions_status,curated_artifact_links_status,curated_commit_verification_status,curated_canon_status,curated_crosswalk_relationship,curated_crosswalk_review_status,curated_crosswalk_match_method,canon_promoted
chatgpt_6a089b43-a088-8325-960b-a06e1f990794,ChatGPT,6a089b43-a088-8325-960b-a06e1f990794,Visual Reality Studio,,2026-05-16 16:30:05,2026-06-21 22:55:11,Pending,,,,True,184,Visual Reality Studio,BATCH-04,yOS / memory / agents / cognitive architecture,yOS / YOUniverse Core; Visual Reality / Living Canvas,yOS / YOUniverse Core,Visual Reality / Living Canvas,core,medium,yOS / YOUniverse Core,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a109ada-696c-838d-a300-c6aafb76a1ef,ChatGPT,6a109ada-696c-838d-a300-c6aafb76a1ef,PI-OS & Polymarket,,2026-05-22 18:06:52,2026-06-21 22:53:45,Pending,,,,True,178,PI-OS & Polymarket,BATCH-04,yOS / memory / agents / cognitive architecture,yOS / YOUniverse Core; Strategic Finance / PI-OS,yOS / YOUniverse Core,Strategic Finance / PI-OS,core,medium,yOS / YOUniverse Core,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a12372d-1408-8326-8ddb-ac2ca852ac3f,ChatGPT,6a12372d-1408-8326-8ddb-ac2ca852ac3f,Recall in Y-OS Architecture,,2026-05-23 23:24:57,2026-06-21 22:50:44,Pending,,,,True,181,Recall in Y-OS Architecture,BATCH-04,yOS / memory / agents / cognitive architecture,yOS / YOUniverse Core; yOS Memory Stack,yOS / YOUniverse Core,yOS Memory Stack,core,medium,yOS / YOUniverse Core,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a29d250-35b0-832d-975f-0ed6d0779374,ChatGPT,6a29d250-35b0-832d-975f-0ed6d0779374,<< yOS & TEAM >>,,2026-06-10 21:08:44,2026-06-21 22:47:42,Pending,,,,True,161,<< yOS & TEAM >>,BATCH-04,yOS / memory / agents / cognitive architecture,yOS / YOUniverse Core,yOS / YOUniverse Core,,core,medium,yOS / YOUniverse Core,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_69c3f284-0d38-8330-a835-27ce24e9fb5e,ChatGPT,69c3f284-0d38-8330-a835-27ce24e9fb5e,Y world & tabs,,2026-03-25 14:34:47,2026-06-21 22:20:55,Pending,,,,True,186,Y world & tabs,BATCH-04,yOS / memory / agents / cognitive architecture,yOS / YOUniverse Core,yOS / YOUniverse Core,,core,medium,yOS / YOUniverse Core,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a293a9b-f270-832a-984d-8573ed171a23,ChatGPT,6a293a9b-f270-832a-984d-8573ed171a23,NEW MEM MGMT,,2026-06-10 10:21:39,2026-06-21 21:51:52,Pending,,,,True,175,NEW MEM MGMT,BATCH-04,yOS / memory / agents / cognitive architecture,yOS / YOUniverse Core; yOS Memory Stack,yOS / YOUniverse Core,yOS Memory Stack,core,medium,yOS / YOUniverse Core,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a38005c-05f0-832e-b3cd-42ca6a373c2f,ChatGPT,6a38005c-05f0-832e-b3cd-42ca6a373c2f,YOUniverse Memory Protocol,,2026-06-21 15:16:50,2026-06-21 21:49:45,Pending,,,,True,190,YOUniverse Memory Protocol,BATCH-04,yOS / memory / agents / cognitive architecture,yOS / YOUniverse Core; yOS Memory Stack,yOS / YOUniverse Core,yOS Memory Stack,core,medium,yOS / YOUniverse Core,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a341d92-67f0-832c-bff4-4330b1d3d6af,ChatGPT,6a341d92-67f0-832c-bff4-4330b1d3d6af,Encadrer un puzzle facilement,,2026-06-18 16:32:37,2026-06-21 21:36:09,Pending,,,,True,167,Encadrer un puzzle facilement,BATCH-04,Visual Reality / art / inspiration,Visual Reality / Living Canvas,Visual Reality / Living Canvas,,derived_vertical,medium,Visual Reality / Living Canvas,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a3791aa-8648-8325-be5a-b536b8d82fd5,ChatGPT,6a3791aa-8648-8325-be5a-b536b8d82fd5,AI workflows discussion,,2026-06-21 07:24:36,2026-06-21 07:34:25,Pending,,,,True,162,AI workflows discussion,BATCH-04,yOS / memory / agents / cognitive architecture,yOS / YOUniverse Core,yOS / YOUniverse Core,,core,medium,yOS / YOUniverse Core,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a37755b-2ca4-8392-b762-5539eb8d8dd1,ChatGPT,6a37755b-2ca4-8392-b762-5539eb8d8dd1,Système porte fauteuil roulant,,2026-06-21 05:25:50,2026-06-21 06:04:39,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a345b45-03d8-832e-b0d2-eae3c036de96,ChatGPT,6a345b45-03d8-832e-b0d2-eae3c036de96,Gestion abonnements Apple Store,,2026-06-18 20:56:02,2026-06-20 15:10:43,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a326991-bdec-8328-bff3-765ff21dd88f,ChatGPT,6a326991-bdec-8328-bff3-765ff21dd88f,Évolution action SpaceX,,2026-06-17 09:32:31,2026-06-20 15:08:03,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a35a883-3194-8330-ba22-7e1ff91dc606,ChatGPT,6a35a883-3194-8330-ba22-7e1ff91dc606,Using Formas for 3D,,2026-06-19 20:37:41,2026-06-19 20:49:00,Pending,,,,True,236,Using Formas for 3D,BATCH-05,,AI Architectural Design Toolchain; CasaTAO / Anandaz Spatial Digital Twin,AI Architectural Design Toolchain,CasaTAO / Anandaz Spatial Digital Twin,external_reference,high,AI Architectural Design Toolchain,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a346c23-7100-8327-9801-13c0bd07c04e,ChatGPT,6a346c23-7100-8327-9801-13c0bd07c04e,TikTok Real Estate Calendar,,2026-06-18 22:07:33,2026-06-18 22:07:42,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a32a41a-f844-8327-8103-3870412d19ea,ChatGPT,6a32a41a-f844-8327-8103-3870412d19ea,Végétation et séparation chalet,,2026-06-17 13:42:37,2026-06-17 19:08:30,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a23f77d-5328-8327-b552-a143b23b82f9,ChatGPT,6a23f77d-5328-8327-b552-a143b23b82f9,Tuyau pot à lait De'Longhi,,2026-06-06 10:34:24,2026-06-17 12:37:33,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a31cd9e-aa50-8396-bc4c-aba30abab7e6,ChatGPT,6a31cd9e-aa50-8396-bc4c-aba30abab7e6,Aménagement jardin et rendu,,2026-06-16 22:28:38,2026-06-16 23:08:13,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a2d595a-4c88-8388-8e1d-e3cbde7f3252,ChatGPT,6a2d595a-4c88-8388-8e1d-e3cbde7f3252,BOOK Sassi,,2026-06-13 13:21:46,2026-06-15 20:27:56,Pending,,,,True,196,BOOK Sassi,BATCH-05,,BOOK Sassi; EIA / Robi Scuderi,BOOK Sassi,EIA / Robi Scuderi,independent_vertical,high,BOOK Sassi,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a12a1fc-8028-838d-a22c-59114f11b83f,ChatGPT,6a12a1fc-8028-838d-a22c-59114f11b83f,Your guide to Valais this week,,2026-05-24 07:00:13,2026-06-14 07:00:38,Pending,,,,True,238,Your guide to Valais this week,BATCH-05,,Valais Discovery Guide; LIFE OS,Valais Discovery Guide,LIFE OS,independent_vertical,high,Valais Discovery Guide,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a2d341d-8838-832c-b8cd-e3cafe632544,ChatGPT,6a2d341d-8838-832c-b8cd-e3cafe632544,Validation architecture CCR-CRT,,2026-06-13 10:43:31,2026-06-13 10:43:43,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a2d1c0b-9d7c-8326-8878-658b7b024e2b,ChatGPT,6a2d1c0b-9d7c-8326-8878-658b7b024e2b,Freight Transport Comparison,,2026-06-13 09:00:29,2026-06-13 09:00:47,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a2a9fd5-87f0-8327-b04b-493c00b09b13,ChatGPT,6a2a9fd5-87f0-8327-b04b-493c00b09b13,Symptômes de l'andropause,,2026-06-11 11:45:54,2026-06-13 08:36:40,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a2c62b9-a4ac-8330-9d9a-3fcc8f2f75dd,ChatGPT,6a2c62b9-a4ac-8330-9d9a-3fcc8f2f75dd,Nom Compliqué Cartoon,,2026-06-12 19:52:03,2026-06-12 19:57:34,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a2bfc22-271c-8330-8c6a-e0bb8fc4f0ea,ChatGPT,6a2bfc22-271c-8330-8c6a-e0bb8fc4f0ea,Résumé pour suivi psy,,2026-06-12 12:31:41,2026-06-12 12:31:55,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a2a97dd-1360-832c-a6a9-1e302a501cd3,ChatGPT,6a2a97dd-1360-832c-a6a9-1e302a501cd3,Notion vs Obsidian,,2026-06-11 11:11:53,2026-06-11 13:52:18,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a2aa371-1618-8331-a1b1-1851f84f67b8,ChatGPT,6a2aa371-1618-8331-a1b1-1851f84f67b8,Mondial en streaming direct,,2026-06-11 12:01:44,2026-06-11 12:28:32,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a29e644-91a4-8333-832f-f055e8031e59,ChatGPT,6a29e644-91a4-8333-832f-f055e8031e59,Notion move page accounts,,2026-06-10 22:33:56,2026-06-10 22:34:03,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a29772c-95d4-832c-9c6a-69447a90d2d2,ChatGPT,6a29772c-95d4-832c-9c6a-69447a90d2d2,SpaceX IPO Valuation Insights,,2026-06-10 14:40:09,2026-06-10 14:40:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a28452a-64f0-8327-8cdb-4f78b073f492,ChatGPT,6a28452a-64f0-8327-8cdb-4f78b073f492,Test SHL Verify G+ Assistance,,2026-06-09 16:56:56,2026-06-09 16:58:19,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a28044b-84ec-832e-8485-ee8d295c511e,ChatGPT,6a28044b-84ec-832e-8485-ee8d295c511e,Posologie Sativex et symptômes,,2026-06-09 12:20:21,2026-06-09 16:36:51,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a0ef928-2818-8332-b46e-d735e0d59373,ChatGPT,6a0ef928-2818-8332-b46e-d735e0d59373,Meilleurs Garden Centers Veysonnaz,,2026-05-21 12:23:13,2026-06-09 11:58:47,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a271dbe-b634-8331-bb90-a997929cc889,ChatGPT,6a271dbe-b634-8331-bb90-a997929cc889,N100 Setup and Control,,2026-06-08 19:53:36,2026-06-08 22:09:42,Pending,,,,True,220,N100 Setup and Control,BATCH-05,,N100 Local Server & Home Infrastructure; LIFE OS; yOS / YOUniverse Core,N100 Local Server & Home Infrastructure,LIFE OS; yOS / YOUniverse Core,enabling_infrastructure,high,N100 Local Server & Home Infrastructure,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a271fd1-e360-8329-8b35-3baa076db7e5,ChatGPT,6a271fd1-e360-8329-8b35-3baa076db7e5,Apple WWDC 2026 Summary,,2026-06-08 20:02:43,2026-06-08 20:06:54,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a25b2a3-033c-832a-ae14-8e6814adc68e,ChatGPT,6a25b2a3-033c-832a-ae14-8e6814adc68e,Drone Splat Pipeline,,2026-06-07 18:07:16,2026-06-07 19:00:36,Pending,,,,True,204,Drone Splat Pipeline,BATCH-05,,Visual Reality / Living Canvas; CasaTAO / Anandaz Spatial Digital Twin,Visual Reality / Living Canvas,CasaTAO / Anandaz Spatial Digital Twin,derived_vertical,high,Visual Reality / Living Canvas,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a2588f6-e130-8328-9532-220b40ad32ee,ChatGPT,6a2588f6-e130-8328-9532-220b40ad32ee,Traduction en italien,,2026-06-07 15:06:46,2026-06-07 15:25:29,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a143b50-7628-8327-823d-ec5f772825a9,ChatGPT,6a143b50-7628-8327-823d-ec5f772825a9,Puzzle Annecy,,2026-05-25 12:08:10,2026-06-06 20:29:36,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_69626ef2-a188-832d-aa48-fc06291d1d56,ChatGPT,69626ef2-a188-832d-aa48-fc06291d1d56,Relier Sonos TV Projecteur,,2026-01-10 15:24:33,2026-06-06 18:15:33,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a241595-b79c-8327-a326-6f3c134036da,ChatGPT,6a241595-b79c-8327-a326-6f3c134036da,Substack Strategy for Awakening,,2026-06-06 12:43:19,2026-06-06 12:46:03,Pending,,,,True,234,Substack Strategy for Awakening,BATCH-05,,Public Voice / TED / Substack; OneShift / NEXT CIV,Public Voice / TED / Substack,OneShift / NEXT CIV,adjacent_ecosystem,high,Public Voice / TED / Substack,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a240597-04d4-8397-be4f-8dab4d677e6e,ChatGPT,6a240597-04d4-8397-be4f-8dab4d677e6e,Changer Wi-Fi myStrom,,2026-06-06 11:33:56,2026-06-06 11:34:27,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a23ddac-af0c-8332-ac6e-5131825c2ea0,ChatGPT,6a23ddac-af0c-8332-ac6e-5131825c2ea0,DeepL réduction étudiant ONG,,2026-06-06 08:43:26,2026-06-06 08:58:31,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a22d779-eef8-832a-8565-33eafaf28cf6,ChatGPT,6a22d779-eef8-832a-8565-33eafaf28cf6,Reliure simple A4,,2026-06-05 14:05:12,2026-06-05 14:06:04,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a21ecd7-0590-8331-bf47-71d61216dbf0,ChatGPT,6a21ecd7-0590-8331-bf47-71d61216dbf0,YOS Platform Decision,,2026-06-04 21:25:38,2026-06-04 22:32:30,Pending,,,,True,237,YOS Platform Decision,BATCH-05,,yOS / YOUniverse Core,yOS / YOUniverse Core,,core,high,yOS / YOUniverse Core,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a21ec78-3730-8330-993c-a66ab1548adf,ChatGPT,6a21ec78-3730-8330-993c-a66ab1548adf,iPhone Subscription Credit Issue,,2026-06-04 21:23:23,2026-06-04 21:51:04,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a21ecd0-3a14-8325-8197-16f1bbac194d,ChatGPT,6a21ecd0-3a14-8325-8197-16f1bbac194d,Conversation initiation,,2026-06-04 21:23:35,2026-06-04 21:23:36,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1d8cb2-6590-8331-8947-c593ae0da24a,ChatGPT,6a1d8cb2-6590-8331-8947-c593ae0da24a,Phone Signal Improvement Tips,,2026-06-01 13:44:20,2026-06-04 18:05:16,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a21a446-161c-8331-970c-ce20e7bbb453,ChatGPT,6a21a446-161c-8331-970c-ce20e7bbb453,Polymarket & NEXT CIV,,2026-06-04 16:14:40,2026-06-04 17:27:44,Pending,,,,True,225,Polymarket & NEXT CIV,BATCH-05,,Strategic Finance / PI-OS; OneShift / NEXT CIV,Strategic Finance / PI-OS,OneShift / NEXT CIV,adjacent_ecosystem,high,Strategic Finance / PI-OS,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a21b419-6b20-8325-8316-c32c866a7b0b,ChatGPT,6a21b419-6b20-8325-8316-c32c866a7b0b,Best OBS Theme Yami,,2026-06-04 17:21:36,2026-06-04 17:22:20,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1f6384-f84c-8332-a787-de2bf61ac2d2,ChatGPT,6a1f6384-f84c-8332-a787-de2bf61ac2d2,Obsidian Mastery,,2026-06-02 23:13:15,2026-06-03 16:47:27,Pending,,,,True,222,Obsidian Mastery,BATCH-05,,KAP — Knowledge Architecture Program; yOS / YOUniverse Core,KAP — Knowledge Architecture Program,yOS / YOUniverse Core,enabling_infrastructure,high,KAP — Knowledge Architecture Program,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6931d2e5-f630-8327-91bb-fe4e4b537371,ChatGPT,6931d2e5-f630-8327-91bb-fe4e4b537371,IT SUPPORT - Internet and Wi-Fi,,2025-12-04 18:29:44,2026-06-02 22:15:05,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1de597-6d28-8328-9a4d-13001df90e7a,ChatGPT,6a1de597-6d28-8328-9a4d-13001df90e7a,Problème Apple TV télécommande,,2026-06-01 20:03:59,2026-06-02 19:04:50,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a19accb-a15c-832b-a282-9d0ed255c4ed,ChatGPT,6a19accb-a15c-832b-a282-9d0ed255c4ed,Impression et reliure hobby,,2026-05-29 15:15:19,2026-06-02 13:54:38,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1d874c-bfc8-832c-af92-72ca9ca06028,ChatGPT,6a1d874c-bfc8-832c-af92-72ca9ca06028,Google TV Reboot Issue,,2026-06-01 13:22:15,2026-06-01 13:40:44,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1d60a3-478c-8327-a238-bde1001686d6,ChatGPT,6a1d60a3-478c-8327-a238-bde1001686d6,Médicament Atorvastatine Spirig HC,,2026-06-01 10:36:21,2026-06-01 10:38:21,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1d333f-f1e0-8329-b3bc-70c943471dc0,ChatGPT,6a1d333f-f1e0-8329-b3bc-70c943471dc0,Idées spa maison,,2026-06-01 07:23:17,2026-06-01 08:42:41,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1d3c94-56e0-832f-81a1-12ccb9f77b22,ChatGPT,6a1d3c94-56e0-832f-81a1-12ccb9f77b22,Passionfroot’s shift to AI-assisted GTM infrastructure,,2026-06-01 08:02:29,2026-06-01 08:02:29,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1bec32-21d0-8325-b30e-46015c6d8c04,ChatGPT,6a1bec32-21d0-8325-b30e-46015c6d8c04,Fast Navigation Skill,,2026-05-31 08:07:19,2026-05-31 08:08:51,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1bc281-aaa8-832c-8785-1cf212341ab8,ChatGPT,6a1bc281-aaa8-832c-8785-1cf212341ab8,Col Croix de Cœur ouvert,,2026-05-31 05:09:26,2026-05-31 06:01:51,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1b7ade-db14-832f-8f4b-b8f12bd1b103,ChatGPT,6a1b7ade-db14-832f-8f4b-b8f12bd1b103,Piloter LED AA à distance,,2026-05-31 00:04:00,2026-05-31 00:36:48,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a19f836-d57c-832f-bf23-bb21e05aaff5,ChatGPT,6a19f836-d57c-832f-bf23-bb21e05aaff5,Problème souris Mac,,2026-05-29 20:34:13,2026-05-30 19:42:45,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1ac25a-56f8-8330-a3b4-d2f876b30ccc,ChatGPT,6a1ac25a-56f8-8330-a3b4-d2f876b30ccc,Protection table écolier,,2026-05-30 10:57:00,2026-05-30 11:07:59,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1aad84-239c-8332-b7d0-32d2693a386f,ChatGPT,6a1aad84-239c-8332-b7d0-32d2693a386f,Gestion domotique familiale iOS,,2026-05-30 09:28:08,2026-05-30 10:54:09,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a197e59-4404-8331-ba23-0929c285c739,ChatGPT,6a197e59-4404-8331-ba23-0929c285c739,Estimation perte financière Blue Origin,,2026-05-29 11:54:37,2026-05-29 11:55:14,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a176636-ea08-8333-b0ff-7b4a1eacc349,ChatGPT,6a176636-ea08-8333-b0ff-7b4a1eacc349,Private Equity Investment,,2026-05-27 21:47:12,2026-05-28 22:01:43,Pending,,,,True,226,Private Equity Investment,BATCH-05,,Strategic Finance / PI-OS,Strategic Finance / PI-OS,,independent_vertical,high,Strategic Finance / PI-OS,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a187f41-79f8-832f-ac27-0fa99e47ebc5,ChatGPT,6a187f41-79f8-832f-ac27-0fa99e47ebc5,Extensions et outils Obsidian,,2026-05-28 17:46:40,2026-05-28 18:52:02,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a18868b-d640-832a-92fb-4ed287c92fb8,ChatGPT,6a18868b-d640-832a-92fb-4ed287c92fb8,Multiplication et pourcentages,,2026-05-28 18:16:56,2026-05-28 18:28:06,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a175b7c-e7e0-832a-9483-562ff4fb0b67,ChatGPT,6a175b7c-e7e0-832a-9483-562ff4fb0b67,Karabiner script C Command,,2026-05-27 21:01:55,2026-05-28 17:11:37,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1773f1-9e50-8327-af56-3a5c2da58ba4,ChatGPT,6a1773f1-9e50-8327-af56-3a5c2da58ba4,Kraken Investment Evaluation,,2026-05-27 22:45:27,2026-05-27 23:16:04,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a16f848-e5f0-832b-8213-e183c523ed48,ChatGPT,6a16f848-e5f0-832b-8213-e183c523ed48,Nom de domaine édition,,2026-05-27 13:57:39,2026-05-27 16:44:04,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a170dff-16f8-838b-a01d-c0812fc03f27,ChatGPT,6a170dff-16f8-838b-a01d-c0812fc03f27,Nom de domaine Y-verse,,2026-05-27 15:30:56,2026-05-27 16:35:00,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a15ff15-10f8-8329-864e-8123e68bf6b9,ChatGPT,6a15ff15-10f8-8329-864e-8123e68bf6b9,Mac apps closing issue,,2026-05-26 20:14:15,2026-05-26 22:11:18,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a14ef09-67a4-8333-bd27-981145870a88,ChatGPT,6a14ef09-67a4-8333-bd27-981145870a88,Compression sans perte d'info,,2026-05-26 00:54:51,2026-05-26 00:54:59,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a14dd78-5488-8331-8f48-ea32f5e52089,ChatGPT,6a14dd78-5488-8331-8f48-ea32f5e52089,Economiser tokens sur Manus,,2026-05-25 23:38:50,2026-05-26 00:06:43,Pending,,,,True,205,Economiser tokens sur Manus,BATCH-05,,yOS Automation & Execution Layer,yOS Automation & Execution Layer,,enabling_infrastructure,high,yOS Automation & Execution Layer,preserved,preserved_json_and_markdown,pending,pending_extraction,pending_extraction,pending_extraction,pending_reconciliation,pending,not_assessed,same_native_conversation,verified_exact,uuid_exact,False
chatgpt_6a14c952-d048-832c-9e73-015b1a3862c9,ChatGPT,6a14c952-d048-832c-9e73-015b1a3862c9,Best Audiobook Reader Mac,,2026-05-25 22:12:40,2026-05-25 22:25:27,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a14ba3f-e758-8328-8cec-ff96f92e8375,ChatGPT,6a14ba3f-e758-8328-8cec-ff96f92e8375,Best Mac Ebook Readers,,2026-05-25 21:08:42,2026-05-25 21:08:52,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a14799c-6f9c-8333-8469-70886ced1820,ChatGPT,6a14799c-6f9c-8333-8469-70886ced1820,Tibetan Buddhist Thangka Analysis,,2026-05-25 16:32:46,2026-05-25 16:52:05,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
chatgpt_6a1344ef-9f70-832e-b3bf-6204b3fa5533,ChatGPT,6a1344ef-9f70-832e-b3bf-6204b3fa5533,Gadget or Wellness Hype,,2026-05-24 18:36:11,2026-05-24 18:36:21,Pending,,,,False,,,,,,,,,,,,,,,,,,,,,,,False
