curated_row,title,curated_uuid_original,resolved_uuid,candidate_uuid,relationship,match_method,match_confidence,review_status,candidate_count,curated_created_at,ledger_created_at,created_delta_seconds,curated_updated_at,ledger_updated_at,updated_delta_seconds,ledger_title,ledger_global_uid,baseline_batch_id,baseline_primary_project,baseline_provisional_category,baseline_fact_sheet_status,baseline_verbatim_preservation_status,canon_promoted
79,,6a4c0f0d-e2f4-83eb-a730-fe79192d9f41,6a4c0f0d-e2f4-83eb-a730-fe79192d9f41,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-07-06 20:26:09,,,2026-07-11 08:38:40,,Presence & branding EYA,chatgpt_6a4c0f0d-e2f4-83eb-a730-fe79192d9f41,,,,,,False
80,,6a4f551e-abb8-83ed-be5d-77b9e815ae9b,6a4f551e-abb8-83ed-be5d-77b9e815ae9b,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-07-09 08:02:40,,,2026-07-09 15:38:36,,Gestion photos iPhone simplifiée,chatgpt_6a4f551e-abb8-83ed-be5d-77b9e815ae9b,,,,,,False
81,,6a1d3d48-2668-8394-aa21-aa038b0bf993,6a1d3d48-2668-8394-aa21-aa038b0bf993,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-01 08:05:28,,,2026-07-06 08:06:40,,RovelIn AI tools and export trends,chatgpt_6a1d3d48-2668-8394-aa21-aa038b0bf993,,,,,,False
82,,6a480ac9-901c-83eb-9a52-60ab09a1a2eb,6a480ac9-901c-83eb-9a52-60ab09a1a2eb,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-07-03 19:18:32,,,2026-07-03 19:19:06,,Simple To-Do App,chatgpt_6a480ac9-901c-83eb-9a52-60ab09a1a2eb,,,,,,False
83,,6a4799a4-6dc0-83ed-bf30-1201d585426f,6a4799a4-6dc0-83ed-bf30-1201d585426f,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-07-03 11:15:36,,,2026-07-03 11:16:15,,Inbox Triage AI,chatgpt_6a4799a4-6dc0-83ed-bf30-1201d585426f,,,,,,False
84,,6a477d85-cef0-83eb-8ff3-b6669c74e1a8,6a477d85-cef0-83eb-8ff3-b6669c74e1a8,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-07-03 09:14:50,,,2026-07-03 10:56:29,,Obsidian Metadata Gate,chatgpt_6a477d85-cef0-83eb-8ff3-b6669c74e1a8,,,,,,False
85,,6a4581a1-bcb0-83ed-9d62-87463dd8e102,6a4581a1-bcb0-83ed-9d62-87463dd8e102,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-07-01 21:08:03,,,2026-07-01 21:08:19,,Y-World Notion Access,chatgpt_6a4581a1-bcb0-83ed-9d62-87463dd8e102,,,,,,False
86,,6a21fdad-1768-8333-8703-cbef860800da,6a21fdad-1768-8333-8703-cbef860800da,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-04 22:37:15,,,2026-07-28 21:09:16,,ARCHI CIVI (et mem0),chatgpt_6a21fdad-1768-8333-8703-cbef860800da,,,,,,False
87,,6a22b2e7-6054-832a-8d70-74749ca4d473,6a22b2e7-6054-832a-8d70-74749ca4d473,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-05 11:32:04,,,2026-07-01 12:12:37,,Y-OS Client & yMD,chatgpt_6a22b2e7-6054-832a-8d70-74749ca4d473,,,,,,False
88,,6a4042f8-79d4-83eb-8938-2dd1532c58b3,6a4042f8-79d4-83eb-8938-2dd1532c58b3,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-27 21:39:11,,,2026-07-01 12:04:39,,Fractal Content Studio,chatgpt_6a4042f8-79d4-83eb-8938-2dd1532c58b3,,,,,,False
89,,6a3f09d8-ebc8-83ed-9fcf-dd2e0e5d0b8d,6a3f09d8-ebc8-83ed-9fcf-dd2e0e5d0b8d,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-26 23:23:22,,,2026-07-01 12:04:28,,...Elysium - Civilizational Ontology...,chatgpt_6a3f09d8-ebc8-83ed-9fcf-dd2e0e5d0b8d,,,,,,False
90,,6a41bc49-f674-83eb-b25b-a42462de6898,6a41bc49-f674-83eb-b25b-a42462de6898,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-29 00:29:04,,,2026-07-01 12:02:24,,Logo ELYSIUM Concept,chatgpt_6a41bc49-f674-83eb-b25b-a42462de6898,,,,,,False
91,Animation vidéo Street View,,6a40e4ba-1ef8-83eb-a2ae-180707ac95e8,,same_native_conversation,title_created_updated_exact,1.0,verified_recovered,1,2026-06-28T09:09:51.992Z,2026-06-28 09:09:51,0.992,2026-07-01T12:02:16.873Z,2026-07-01 12:02:16,0.873,Animation vidéo Street View,chatgpt_6a40e4ba-1ef8-83eb-a2ae-180707ac95e8,BATCH-02,,,,,False
92,,6a41c326-4934-83ed-a2e7-21bf4c83e36d,6a41c326-4934-83ed-a2e7-21bf4c83e36d,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-29 01:02:17,,,2026-07-01 12:01:43,,Elysium FRAMEWORK,chatgpt_6a41c326-4934-83ed-a2e7-21bf4c83e36d,,,,,,False
93,,6a3fd706-6534-83eb-9da1-f1b2fcc8565b,6a3fd706-6534-83eb-9da1-f1b2fcc8565b,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-27 13:58:57,,,2026-07-01 11:17:19,,--- ELYSIUM & yOS Prog mgmt ---,chatgpt_6a3fd706-6534-83eb-9da1-f1b2fcc8565b,,,,,,False
94,,695c0784-2f40-832b-b7dc-8aba5f606c3f,695c0784-2f40-832b-b7dc-8aba5f606c3f,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-01-05 18:49:31,,,2026-07-01 11:17:14,,-- Y-World  --,chatgpt_695c0784-2f40-832b-b7dc-8aba5f606c3f,,,,,,False
95,,68f3862b-dc58-832c-8b42-1782f5558166,68f3862b-dc58-832c-8b42-1782f5558166,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-18 12:20:59,,,2026-07-01 11:16:10,,Future Society Transformation,chatgpt_68f3862b-dc58-832c-8b42-1782f5558166,,,,,,False
96,,6a42505b-7904-83eb-8310-edc956af2e09,6a42505b-7904-83eb-8310-edc956af2e09,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-29 11:01:00,,,2026-07-01 11:15:30,,YOS Context Pack (& Y-Hub),chatgpt_6a42505b-7904-83eb-8310-edc956af2e09,,,,,,False
97,,68f385ff-bd70-832c-bafa-cf63060921c6,68f385ff-bd70-832c-bafa-cf63060921c6,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-18 12:20:15,,,2026-07-01 11:15:13,,ONE-NEW,chatgpt_68f385ff-bd70-832c-bafa-cf63060921c6,,,,,,False
98,,6a433224-b17c-83ed-8c0e-1f6d3246bf0a,6a433224-b17c-83ed-8c0e-1f6d3246bf0a,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-30 03:04:39,,,2026-07-01 11:14:21,,Wrapper CP Activé,chatgpt_6a433224-b17c-83ed-8c0e-1f6d3246bf0a,,,,,,False
99,,6a438798-7f54-83ed-a72a-075de51e829b,6a438798-7f54-83ed-a72a-075de51e829b,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-30 09:08:50,,,2026-07-01 11:14:19,,LAKSHMI,chatgpt_6a438798-7f54-83ed-a72a-075de51e829b,,,,,,False
100,,6a445d7b-9a74-83eb-9099-3671e7ed16da,6a445d7b-9a74-83eb-9099-3671e7ed16da,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-07-01 00:21:24,,,2026-07-01 08:36:37,,Exploration de l'Œuvre,chatgpt_6a445d7b-9a74-83eb-9099-3671e7ed16da,,,,,,False
101,Design logo Y,,6a42b14d-d0b8-83ed-9fc6-0d9c1bbe9c81,,same_native_conversation,title_created_updated_exact,1.0,verified_recovered,1,2026-06-29T17:54:43.456Z,2026-06-29 17:54:43,0.456,2026-06-29T17:58:49.924Z,2026-06-29 17:58:49,0.924,Design logo Y,chatgpt_6a42b14d-d0b8-83ed-9fc6-0d9c1bbe9c81,BATCH-02,,,,,False
102,,6a412693-6634-83ed-9812-539c177674c0,6a412693-6634-83ed-9812-539c177674c0,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-28 13:50:26,,,2026-06-28 16:14:49,,Traduction de texte complexe,chatgpt_6a412693-6634-83ed-9812-539c177674c0,,,,,,False
103,,6a40134e-e864-83eb-9bdf-89950d187679,6a40134e-e864-83eb-9bdf-89950d187679,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-27 18:16:28,,,2026-06-28 08:19:37,,domaine ELYSIUM,chatgpt_6a40134e-e864-83eb-9bdf-89950d187679,,,,,,False
104,,6a3f82d4-d0f8-83ed-8042-5bec195117f2,6a3f82d4-d0f8-83ed-8042-5bec195117f2,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-27 07:59:46,,,2026-06-27 11:34:57,,Blocage Manus probable causes,chatgpt_6a3f82d4-d0f8-83ed-8042-5bec195117f2,,,,,,False
105,,6a3ee7da-f418-83ed-a90e-090fec802d13,6a3ee7da-f418-83ed-a90e-090fec802d13,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-26 20:58:04,,,2026-06-26 21:38:52,,Livre changement social,chatgpt_6a3ee7da-f418-83ed-a90e-090fec802d13,,,,,,False
106,,6a3d8e66-c7f8-83ed-a2af-f650323b3fce,6a3d8e66-c7f8-83ed-a2af-f650323b3fce,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-25 20:25:00,,,2026-06-25 20:25:14,,Translate and Correct Transcript,chatgpt_6a3d8e66-c7f8-83ed-a2af-f650323b3fce,,,,,,False
107,,6a3a324f-5444-8329-8bec-3adb04d891a2,6a3a324f-5444-8329-8bec-3adb04d891a2,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-23 07:14:29,,,2026-06-24 20:58:20,,Phase 2 Ontologie Opérationnelle,chatgpt_6a3a324f-5444-8329-8bec-3adb04d891a2,,,,,,False
108,,691e3373-f5c4-800c-a8b4-31fbb1260328,691e3373-f5c4-800c-a8b4-31fbb1260328,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-11-19 21:15:32,,,2026-06-23 12:13:25,,Petits projets pour la société,chatgpt_691e3373-f5c4-800c-a8b4-31fbb1260328,,,,,,False
109,,691def0c-ea08-800c-a3cd-3af3d70e525f,691def0c-ea08-800c-a3cd-3af3d70e525f,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-11-19 16:23:41,,,2026-06-23 12:12:56,,Ydea concept development,chatgpt_691def0c-ea08-800c-a3cd-3af3d70e525f,,,,,,False
110,,6a518623-c7c8-83ed-86bd-b15ba9abd156,6a518623-c7c8-83ed-86bd-b15ba9abd156,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-07-10 23:54:35,,,2026-07-11 00:04:51,,Suivi dossier OpenAI–État,chatgpt_6a518623-c7c8-83ed-86bd-b15ba9abd156,,,,,,False
111,,693ddd8a-da78-832b-9469-6829376b5dfe,693ddd8a-da78-832b-9469-6829376b5dfe,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-12-13 21:41:46,,,2026-07-09 17:18:31,,Top motion sensor comparison,chatgpt_693ddd8a-da78-832b-9469-6829376b5dfe,,,,,,False
112,,6a4abcb7-63d4-83eb-bbbe-0dbb9fe82f43,6a4abcb7-63d4-83eb-bbbe-0dbb9fe82f43,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-07-05 20:21:14,,,2026-07-05 21:50:17,,Mac système lent solution,chatgpt_6a4abcb7-63d4-83eb-bbbe-0dbb9fe82f43,,,,,,False
113,,691cbd2a-31d0-800c-9adb-4c17897b9361,691cbd2a-31d0-800c-9adb-4c17897b9361,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-11-18 18:38:46,,,2026-06-23 12:09:05,,WHAT THE F***  - Crazy stats.,chatgpt_691cbd2a-31d0-800c-9adb-4c17897b9361,,,,,,False
114,,693799cb-1794-832d-aef3-6006829d3306,693799cb-1794-832d-aef3-6006829d3306,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-12-09 03:38:54,,,2026-06-23 11:54:12,,Ours AI pour enfants et âgés,chatgpt_693799cb-1794-832d-aef3-6006829d3306,,,,,,False
115,,68f5fe2e-8c8c-8332-96b0-854e10320abd,68f5fe2e-8c8c-8332-96b0-854e10320abd,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-20 09:17:40,,,2026-06-23 11:51:41,,PoM  - Peace of Mind,chatgpt_68f5fe2e-8c8c-8332-96b0-854e10320abd,,,,,,False
116,,68f60323-9164-8327-8c29-f2eb418e49d3,68f60323-9164-8327-8c29-f2eb418e49d3,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-20 09:38:55,,,2026-06-23 11:51:35,,PoM - Remote elderly monitoring systems,chatgpt_68f60323-9164-8327-8c29-f2eb418e49d3,,,,,,False
117,,69d93ae5-f870-8331-b9d6-da95423dab04,69d93ae5-f870-8331-b9d6-da95423dab04,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-10 18:01:12,,,2026-06-23 11:40:54,,V-R & Spline,chatgpt_69d93ae5-f870-8331-b9d6-da95423dab04,,,,,,False
118,,6a15a4ca-e7ac-8328-a88a-8989cf4575bd,6a15a4ca-e7ac-8328-a88a-8989cf4575bd,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-26 13:49:07,,,2026-06-23 11:36:28,,Strategic Financial Dashboard,chatgpt_6a15a4ca-e7ac-8328-a88a-8989cf4575bd,,,,,,False
119,,68f8e1df-aa80-8333-81df-7ed0a433085b,68f8e1df-aa80-8333-81df-7ed0a433085b,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-22 13:53:42,,,2026-06-23 11:05:40,,Splitting chats for memory,chatgpt_68f8e1df-aa80-8333-81df-7ed0a433085b,,,,,,False
120,,69655ec0-1db8-832a-8b2f-7a708498ad70,69655ec0-1db8-832a-8b2f-7a708498ad70,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-01-12 20:51:25,,,2026-06-23 11:04:01,,Analisi pagamenti incarico Casa Tao,chatgpt_69655ec0-1db8-832a-8b2f-7a708498ad70,,,,,,False
121,,a37e8a18-f59c-8330-a5a6-509afe2fced4,a37e8a18-f59c-8330-a5a6-509afe2fced4,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-15 23:15:14,,,2026-06-23 11:02:35,,Collecte idées jeu cartes,chatgpt_a37e8a18-f59c-8330-a5a6-509afe2fced4,,,,,,False
122,,68f84f02-6ad4-8329-bf01-b4e1b79ca7e7,68f84f02-6ad4-8329-bf01-b4e1b79ca7e7,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-22 03:27:03,,,2026-06-23 11:01:11,,Interactive media player,chatgpt_68f84f02-6ad4-8329-bf01-b4e1b79ca7e7,,,,,,False
123,,69204a73-d46c-8327-af85-8a3d03b088c4,69204a73-d46c-8327-af85-8a3d03b088c4,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-11-21 11:18:15,,,2026-06-23 10:59:53,,Voix de Dieu aux Humains,chatgpt_69204a73-d46c-8327-af85-8a3d03b088c4,,,,,,False
124,,b786bd3c-1c74-8321-bdfb-c683c9d3b1fb,b786bd3c-1c74-8321-bdfb-c683c9d3b1fb,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-07 16:07:56,,,2026-06-23 10:59:33,,Create profile summary,chatgpt_b786bd3c-1c74-8321-bdfb-c683c9d3b1fb,,,,,,False
125,,69edf06f-aa30-8326-9bab-965a11f55e2c,69edf06f-aa30-8326-9bab-965a11f55e2c,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-26 11:01:52,,,2026-06-23 10:59:19,,Intégration Granola Universe,chatgpt_69edf06f-aa30-8326-9bab-965a11f55e2c,,,,,,False
126,,6904572a-65f0-832e-82e0-73f2b1fc9565,6904572a-65f0-832e-82e0-73f2b1fc9565,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-31 06:29:01,,,2026-06-23 10:58:44,,YOU claude+,chatgpt_6904572a-65f0-832e-82e0-73f2b1fc9565,,,,,,False
127,,6a0658fd-2c3c-8395-9a56-f0d767416b33,6a0658fd-2c3c-8395-9a56-f0d767416b33,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-14 23:27:00,,,2026-06-23 10:48:53,,Äme haut des Creteaux - Affiche coupe des Crèteaux,chatgpt_6a0658fd-2c3c-8395-9a56-f0d767416b33,,,,,,False
128,,6a37c9ac-fe18-838c-b0ed-84556c7cbc7c,6a37c9ac-fe18-838c-b0ed-84556c7cbc7c,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-21 11:23:29,,,2026-06-23 10:47:39,,YOUniverse Memory Protocol,chatgpt_6a37c9ac-fe18-838c-b0ed-84556c7cbc7c,,,,,,False
129,,68f8c2ef-94f8-832a-a5f5-b8772b335214,68f8c2ef-94f8-832a-a5f5-b8772b335214,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-22 11:41:40,,,2026-06-23 10:41:01,,Y-Planet project map,chatgpt_68f8c2ef-94f8-832a-a5f5-b8772b335214,,,,,,False
130,,68fd2e0b-ce24-8328-a21c-e1bfa7ab2aa7,68fd2e0b-ce24-8328-a21c-e1bfa7ab2aa7,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-25 20:07:45,,,2026-06-23 10:34:29,,OLD-OS - Plateforme d'assistance AI,chatgpt_68fd2e0b-ce24-8328-a21c-e1bfa7ab2aa7,,,,,,False
131,,69ef1782-eed8-832c-bd4c-1f09055d9433,69ef1782-eed8-832c-bd4c-1f09055d9433,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-27 08:01:05,,,2026-06-23 10:32:55,,Gus & Pixel,chatgpt_69ef1782-eed8-832c-bd4c-1f09055d9433,,,,,,False
132,,69dd3493-4050-8329-b016-ed291915e855,69dd3493-4050-8329-b016-ed291915e855,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-13 18:24:25,,,2026-06-23 10:32:43,,Agentic Story Engine ,chatgpt_69dd3493-4050-8329-b016-ed291915e855,,,,,,False
133,,69d0fa89-a38c-832b-900d-49a68e5bec1d,69d0fa89-a38c-832b-900d-49a68e5bec1d,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-04 11:48:33,,,2026-06-23 10:32:02,,Journal du futur,chatgpt_69d0fa89-a38c-832b-900d-49a68e5bec1d,,,,,,False
134,,69eddab3-53b8-832b-8f4b-87b65d8753cc,69eddab3-53b8-832b-8f4b-87b65d8753cc,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-26 09:28:47,,,2026-06-23 10:31:42,,y-Explorer,chatgpt_69eddab3-53b8-832b-8f4b-87b65d8753cc,,,,,,False
135,,69f0bc28-eb90-8327-b38a-6c7d10d49ade,69f0bc28-eb90-8327-b38a-6c7d10d49ade,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-28 13:56:14,,,2026-06-23 10:22:24,,ARCHETYPES & Petits Malins,chatgpt_69f0bc28-eb90-8327-b38a-6c7d10d49ade,,,,,,False
136,,68f3862b-5ecc-832c-af80-64331ced8792,68f3862b-5ecc-832c-af80-64331ced8792,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-18 12:20:59,,,2026-06-23 10:21:49,,Petite Librairie Divine,chatgpt_68f3862b-5ecc-832c-af80-64331ced8792,,,,,,False
137,,6a176da3-e6fc-832d-b203-d589726e6be5,6a176da3-e6fc-832d-b203-d589726e6be5,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-05-27 22:27:32,,,2026-06-23 10:19:59,,ChangeMakers Ecosystem Mapping,chatgpt_6a176da3-e6fc-832d-b203-d589726e6be5,,,,,,False
138,,699ccbf8-6c10-8330-9910-e40b5d595269,699ccbf8-6c10-8330-9910-e40b5d595269,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-02-23 21:52:09,,,2026-06-23 10:18:25,,LiveDivine project progress,chatgpt_699ccbf8-6c10-8330-9910-e40b5d595269,,,,,,False
139,,6929741b-1d00-832c-9ed1-0441668bc0e3,6929741b-1d00-832c-9ed1-0441668bc0e3,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-11-28 10:06:24,,,2026-06-23 10:16:45,,"Titre:
Le (***merdier***) Casino Judeo-chretien",chatgpt_6929741b-1d00-832c-9ed1-0441668bc0e3,,,,,,False
140,,69274168-af88-8329-931b-fb58b1e7a312,69274168-af88-8329-931b-fb58b1e7a312,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-11-26 18:05:38,,,2026-06-23 10:13:25,,Collection de livres vides,chatgpt_69274168-af88-8329-931b-fb58b1e7a312,,,,,,False
141,,230db209-70f8-8328-86bc-5f176d389306,230db209-70f8-8328-86bc-5f176d389306,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-13 09:22:34,,,2026-06-22 01:53:59,,App diario iOS log,chatgpt_230db209-70f8-8328-86bc-5f176d389306,,,,,,False
142,,68f8c1b4-b704-832d-8e6a-f11e42b13c09,68f8c1b4-b704-832d-8e6a-f11e42b13c09,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-22 11:36:26,,,2026-06-22 01:37:26,,StoryFusion co-création narrative,chatgpt_68f8c1b4-b704-832d-8e6a-f11e42b13c09,,,,,,False
143,,68fbb162-b45c-8325-890f-c833455f204f,68fbb162-b45c-8325-890f-c833455f204f,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-24 17:03:36,,,2026-06-22 01:34:00,,YStory StoryStudio concept,chatgpt_68fbb162-b45c-8325-890f-c833455f204f,,,,,,False
144,,69b6dac6-7e4c-8325-9f77-ee5892a25d75,69b6dac6-7e4c-8325-9f77-ee5892a25d75,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-15 16:14:40,,,2026-06-22 01:24:32,,Explorateur Nouveau Monde,chatgpt_69b6dac6-7e4c-8325-9f77-ee5892a25d75,,,,,,False
145,,69bee404-0a58-8333-9b03-526cac5d8cd2,69bee404-0a58-8333-9b03-526cac5d8cd2,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-03-21 18:32:09,,,2026-06-22 01:19:51,,Gen 5 Concept Analysis,chatgpt_69bee404-0a58-8333-9b03-526cac5d8cd2,,,,,,False
146,,69dd36af-56f4-8331-b10e-a0639d5590e1,69dd36af-56f4-8331-b10e-a0639d5590e1,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-13 18:33:00,,,2026-06-22 01:13:11,,Analyse système WIP 1.0,chatgpt_69dd36af-56f4-8331-b10e-a0639d5590e1,,,,,,False
147,,693611dd-2db0-8331-97ba-69980c8f99bb,693611dd-2db0-8331-97ba-69980c8f99bb,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-12-07 23:46:40,,,2026-06-22 01:11:04,,Plan action projet visionnaire,chatgpt_693611dd-2db0-8331-97ba-69980c8f99bb,,,,,,False
148,,693796c4-8364-832e-8f0d-f437a12f7842,693796c4-8364-832e-8f0d-f437a12f7842,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-12-09 03:25:59,,,2026-06-22 01:05:50,,Analyse acteurs similaires,chatgpt_693796c4-8364-832e-8f0d-f437a12f7842,,,,,,False
149,,69ef286f-7ae8-8333-8a45-68bec95eb845,69ef286f-7ae8-8333-8a45-68bec95eb845,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-27 09:12:53,,,2026-06-22 01:03:28,,Pilier EDU: eval/exam,chatgpt_69ef286f-7ae8-8333-8a45-68bec95eb845,,,,,,False
150,,69e87400-69ac-8392-97ee-1bda46ccf93c,69e87400-69ac-8392-97ee-1bda46ccf93c,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-22 07:11:45,,,2026-06-22 01:00:53,,Transformation éducation système,chatgpt_69e87400-69ac-8392-97ee-1bda46ccf93c,,,,,,False
151,,69dd3727-3ea4-8333-819e-a66b8444e60e,69dd3727-3ea4-8333-819e-a66b8444e60e,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-13 18:34:30,,,2026-06-22 00:57:31,,Analyse de FIF,chatgpt_69dd3727-3ea4-8333-819e-a66b8444e60e,,,,,,False
152,,69d0c2d1-5c9c-832c-a47d-bc9b0458aecd,69d0c2d1-5c9c-832c-a47d-bc9b0458aecd,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-04 07:51:03,,,2026-06-22 00:56:06,,Job Cuts in 2026,chatgpt_69d0c2d1-5c9c-832c-a47d-bc9b0458aecd,,,,,,False
153,,69efc0da-401c-8327-a76d-1b60c4b831d5,69efc0da-401c-8327-a76d-1b60c4b831d5,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-04-27 20:07:40,,,2026-06-22 00:53:19,,12 piliers - société et relations,chatgpt_69efc0da-401c-8327-a76d-1b60c4b831d5,,,,,,False
154,,691a84d6-9740-8328-a556-1395aa06f3cc,691a84d6-9740-8328-a556-1395aa06f3cc,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-11-17 02:13:43,,,2026-06-22 00:52:06,,(LIVING CANVAS),chatgpt_691a84d6-9740-8328-a556-1395aa06f3cc,,,,,,False
155,,690c56ef-2e00-8325-be4a-db2789bade70,690c56ef-2e00-8325-be4a-db2789bade70,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-11-06 08:06:16,,,2026-06-21 23:36:27,,** crazY storY,chatgpt_690c56ef-2e00-8325-be4a-db2789bade70,,,,,,False
156,,68f4e07b-dab8-832e-b16f-970f9078c3c2,68f4e07b-dab8-832e-b16f-970f9078c3c2,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-19 12:58:52,,,2026-06-21 23:41:50,,*** Holistic Transformation Map,chatgpt_68f4e07b-dab8-832e-b16f-970f9078c3c2,,,,,,False
157,,69644541-18b8-832c-afb4-b32b440b58cd,69644541-18b8-832c-afb4-b32b440b58cd,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-01-12 00:50:39,,,2026-06-21 23:53:26,,*** yOS Canon ***,chatgpt_69644541-18b8-832c-afb4-b32b440b58cd,,,,,,False
158,,68f7d794-3148-8330-b85b-8c20feac8d88,68f7d794-3148-8330-b85b-8c20feac8d88,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-10-21 18:57:26,,,2026-06-22 00:00:57,,*** YStudio for GPT ***,chatgpt_68f7d794-3148-8330-b85b-8c20feac8d88,,,,,,False
159,,69361e5c-b0d0-832d-a721-8201ee939145,69361e5c-b0d0-832d-a721-8201ee939145,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2025-12-08 00:40:00,,,2026-06-22 00:36:18,,7d life coaching system,chatgpt_69361e5c-b0d0-832d-a721-8201ee939145,,,,,,False
160,,696440fe-74b0-8327-9a71-955faa3f03f1,696440fe-74b0-8327-9a71-955faa3f03f1,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-01-12 00:32:17,,,2026-06-21 23:49:40,,<< Master Context Compilation >>,chatgpt_696440fe-74b0-8327-9a71-955faa3f03f1,,,,,,False
161,,6a29d250-35b0-832d-975f-0ed6d0779374,6a29d250-35b0-832d-975f-0ed6d0779374,,same_native_conversation,uuid_exact,1.0,verified_exact,1,,2026-06-10 21:08:44,,,2026-06-21 22:47:42,,<< yOS & TEAM >>,chatgpt_6a29d250-35b0-832d-975f-0ed6d0779374,,,,,,False
